uuid,page,field,gt,pred,levenshtein_distance,doc_conf,entity_conf,corrected
089ab63e-cfc0-4abb-995b-875b72312dc3,0,Quote_LiabilityLimits.EachAccident,1000000,1000000,0,0.648436,0.969282,Yes
089ab63e-cfc0-4abb-995b-875b72312dc3,0,Quote_LiabilityLimits.EachEmployee,1000000,1000000,0,0.648436,0.993897,Yes
089ab63e-cfc0-4abb-995b-875b72312dc3,0,Quote_LiabilityLimits.PolicyLimit,1000000,1000000,0,0.648436,0.988155,Yes
089ab63e-cfc0-4abb-995b-875b72312dc3,0,Quote_MailingAddress.City,"Pinole,","Pinole,",0,0.648436,0.970782,Yes
089ab63e-cfc0-4abb-995b-875b72312dc3,0,Quote_MailingAddress.Line1,2550 Appian Way #207,2550 Appian Way #207,0,0.648436,0.824807,Yes
089ab63e-cfc0-4abb-995b-875b72312dc3,0,Quote_MailingAddress.State,"CA,","CA,",0,0.648436,0.998196,Yes
089ab63e-cfc0-4abb-995b-875b72312dc3,0,Quote_MailingAddress.Zip,94564,94564,0,0.648436,0.996321,Yes
089ab63e-cfc0-4abb-995b-875b72312dc3,2,Quote_NatureOfBusiness,"They perform Landscape, Hardscape, Demolition and Concrete work. Blanket Waiver of Subrogation is required.","They perform Landscape, Hardscape, Demolition and Concrete work. Blanket Waiver of Subrogation is required.",0,0.648436,0.988306,Yes
089ab63e-cfc0-4abb-995b-875b72312dc3,0,Quote_YearsInBusiness,5,5,0,0.648436,0.979539,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Location.City,"Norwalk,","Norwalk,",0,0.519213,0.981206,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Location.Id,l,l,0,0.519213,0.980889,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Location.Line1,"30 Oakwood Ave,","30 Oakwood Ave,",0,0.519213,0.976508,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Location.State,CT,CT,0,0.519213,0.99815,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Location.Zip,6850,6850,0,0.519213,0.996006,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Quote_BusinessName,"P2 Partners , Inc DBA: Homewatch Caregivers","P2 Partners , Inc DBA: Homewatch Caregivers",0,0.519213,0.877637,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,1,Quote_ClassCode.ClassCode,8810,8810,0,0.519213,0.947373,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,1,Quote_ClassCode.ClassCode,8835,8835,0,0.519213,0.729324,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,1,Quote_ClassCode.FullTimeEmployees,1,1,0,0.519213,0.519213,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,1,Quote_ClassCode.FullTimeEmployees,6,6,0,0.519213,0.769199,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,1,Quote_ClassCode.LocationId,l,l,0,0.519213,0.899567,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,1,Quote_ClassCode.Payroll,100,100,0,0.519213,0.774407,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,1,Quote_ClassCode.Payroll,220,220,0,0.519213,0.896328,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Quote_ContactInformation.Name,Maricor Piloneo,Maricor Piloneo,0,0.519213,0.886758,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Quote_EffectiveDate,1/31/19,1/31/19,0,0.519213,0.998151,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Quote_Fein,832618015,832618015,0,0.519213,0.923109,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Quote_LiabilityLimits.EachAccident,"$1,000,000","$1,000,000",0,0.519213,0.986961,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Quote_LiabilityLimits.EachEmployee,"$1,000,000","$1,000,000",0,0.519213,0.997904,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Quote_LiabilityLimits.PolicyLimit,"$1,000,000","$1,000,000",0,0.519213,0.981421,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Quote_MailingAddress.City,"Ellington,","Ellington,",0,0.519213,0.984941,Yes
282fcddc-449e-46a0-a3a2-705f610da5b5,0,Location.City,<empty/>,,,0.551052,,No
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Quote_MailingAddress.State,CT,CT,0,0.519213,1,Yes
0a11e32f-3175-4240-b1f9-9c2ca5638e6d,0,Quote_MailingAddress.Zip,6029,6029,0,0.519213,0.998108,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,2,Location.City,,"STATEN ISLAND,",,0.350619,0.572105,No
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Location.City,Pleasantville,Pleasantville,0,0.497749,0.973953,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Location.Id,1,1,0,0.497749,1,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Location.Line1,8029 Black Horse Pike,8029 Black Horse Pike,0,0.497749,0.792907,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Location.State,NJ,NJ,0,0.497749,1,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Location.Zip,8232,8232,0,0.497749,1,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_BusinessName,Infant King Management LLC,Infant King Management LLC,0,0.497749,0.958744,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_ClassCode.ClassCode,9052,9052,0,0.497749,0.975427,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_ClassCode.ClassCode,8810,8810,0,0.497749,0.998212,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_ClassCode.FullTimeEmployees,10,10,0,0.497749,0.969424,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_ClassCode.FullTimeEmployees,8,8,0,0.497749,0.983175,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_ClassCode.LocationId,1,1,0,0.497749,0.910738,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_ClassCode.LocationId,1,1,0,0.497749,0.953524,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_ClassCode.Payroll,"$180,000.00","$180,000.00",0,0.497749,1,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_ClassCode.Payroll,"$70,000.00","$70,000.00",0,0.497749,0.996408,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_EffectiveDate,01-26-2019,01-26-2019,0,0.497749,1,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_Fein,45-5203248,45-5203248,0,0.497749,0.967811,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_LegalEntities.Other,X,X,0,0.497749,0.983129,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_LiabilityLimits.EachAccident,$500.000.00,$500.000.00,0,0.497749,1,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_LiabilityLimits.EachEmployee,"$500,000.00","$500,000.00",0,0.497749,1,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_LiabilityLimits.PolicyLimit,"$500,000.00","$500,000.00",0,0.497749,0.998204,Yes
46fdd4c6-e137-4305-bc63-370d57d26848,0,Location.City,"Carrollton,",,,0.468366,,No
487f4232-0942-47a6-b565-b4f670f7e550,5,Location.City,,Valley,,0.490096,0.818425,No
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_MailingAddress.State,"NJ,","NJ,",0,0.497749,1,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,0,Quote_MailingAddress.Zip,8232,8232,0,0.497749,1,Yes
0a5ad073-5dfd-4893-be7e-b3a547b136ff,1,Quote_NatureOfBusiness,"Hotel/ Clerical, sales, and drivers.","Hotel/ Clerical, sales, and drivers.",0,0.497749,0.995,Yes
487f4232-0942-47a6-b565-b4f670f7e550,5,Location.City,Westchester County,,,0.490096,,No
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Location.City,"Ocala,","Ocala,",0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Location.City,"Ocala,","Ocala,",0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Location.Id,1,1,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Location.Id,2,2,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Location.Line1,2499 SW 60 Ave,2499 SW 60 Ave,0,0.544356,0.996108,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Location.Line1,350 Cypress Road,350 Cypress Road,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Location.State,FL,FL,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Location.State,FL,FL,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Location.Zip,34474,34474,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Location.Zip,34472,34472,0,0.544356,1,Yes
8e117212-be43-424c-9e02-c8a716762f34,0,Location.City,"LEMON GROVE,",,,0.503914,,No
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_ClassCode.ClassCode,4484,4484,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_ClassCode.ClassCode,8810,8810,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_ClassCode.ClassCode,3724,3724,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_ClassCode.ClassCode,8871,8871,0,0.544356,0.934691,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_ClassCode.FullTimeEmployees,15,15,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_ClassCode.FullTimeEmployees,12,12,0,0.544356,0.996313,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_ClassCode.LocationId,1,1,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_ClassCode.LocationId,2,2,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_ClassCode.LocationId,1,1,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_ClassCode.LocationId,2,2,0,0.544356,0.87349,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_ClassCode.Payroll,585000,585000,0,0.544356,0.984439,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_ClassCode.Payroll,952814018000,952814018000,0,0.544356,0.996134,Yes
b0f5e7f1-3253-4256-8590-b382952fb32f,0,Location.City,"City of Commerce,","of Commerce,",5,0.688466,0.826409,No
ba55e54f-2f95-4cdb-88d4-71f04c1e3a40,0,Location.City,"City of Industry,","of Industry,",5,0.671322,0.913554,No
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_EffectiveDate,1/2/2019,1/2/2019,0,0.544356,1,Yes
ba55e54f-2f95-4cdb-88d4-71f04c1e3a40,0,Location.City,"City of Industry,","of Industry,",5,0.671322,0.885722,No
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_Fein,59-3065756,59-3065756,0,0.544356,1,Yes
bb5c82f2-9e00-4ce5-84e9-1d54ffc9c741,0,Location.City,<empty/>,,,0.465065,,No
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_LiabilityLimits.EachAccident,1000000,1000000,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_LiabilityLimits.EachEmployee,1000000,1000000,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_LiabilityLimits.PolicyLimit,1000000,1000000,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_MailingAddress.City,"Ocala,","Ocala,",0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_MailingAddress.Line1,2499 SW 60 Ave,2499 SW 60 Ave,0,0.544356,0.95883,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_MailingAddress.State,FL,FL,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_MailingAddress.Zip,34474,34474,0,0.544356,1,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,1,Quote_NatureOfBusiness,"icon nuiiic liions Company is engaged in the design and fabrication of composite fiberaalss dielectric radomes, satellite and terrestrial antennas.The clerical employees are physically separated from the fabrication shop no labor interchange. Supervisor may go to job site to verbally assist customer in assembly.Employee is on the ground at all time","icon nuiiic liions Company is engaged in the design and fabrication of composite fiberaalss dielectric radomes, satellite and terrestrial antennas.The clerical employees are physically separated from the fabrication shop no labor interchange. Supervisor may go to job site to verbally assist customer in assembly.Employee is on the ground at all time",0,0.544356,0.968826,Yes
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_YearsInBusiness,38,38,0,0.544356,1,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Location.City,"Coral Gables,","Coral Gables,",0,0.487872,0.763579,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Location.Id,i,i,0,0.487872,1,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Location.Id,2,2,0,0.487872,1,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Location.Line1,2020 Ponce De Leon BLVD,2020 Ponce De Leon BLVD,0,0.487872,1,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Location.State,FL,FL,0,0.487872,1,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Location.Zip,33134,33134,0,0.487872,1,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_BusinessName,"applj cant Doctors Healthcare Plans, Inc. / DHCP","applj cant Doctors Healthcare Plans, Inc. / DHCP",0,0.487872,0.802475,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_ClassCode.ClassCode,8810,8810,0,0.487872,1,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_ClassCode.ClassCode,8742,8742,0,0.487872,1,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_ClassCode.ClassCode,7380,7380,0,0.487872,0.998221,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_ClassCode.FullTimeEmployees,56,56,0,0.487872,0.992625,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_ClassCode.FullTimeEmployees,24,24,0,0.487872,0.990772,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_ClassCode.FullTimeEmployees,8,8,0,0.487872,0.994565,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_ClassCode.Payroll,"$4,500,448","$4,500,448",0,0.487872,0.983226,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_ClassCode.Payroll,"$931,970","$931,970",0,0.487872,0.99819,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_ClassCode.Payroll,"$266,240","$266,240",0,0.487872,1,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_Fein,81-5365256,81-5365256,0,0.487872,0.979731,Yes
bc87841e-5f17-4873-9353-3f82fefd3a50,2,Location.City,,"STATEN ISLAND,",,0.350619,0.572105,No
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_LiabilityLimits.EachAccident,1000000,1000000,0,0.487872,1,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_LiabilityLimits.EachEmployee,1000000,1000000,0,0.487872,1,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_LiabilityLimits.PolicyLimit,1000000,1000000,0,0.487872,1,Yes
dcb3cba1-22ad-47fd-b25f-8a1b403ada15,5,Location.City,Westchester County,Westchester County Scarsdale,10,0.471789,0.471789,No
282fcddc-449e-46a0-a3a2-705f610da5b5,0,Location.Id,<empty/>,,,0.551052,,No
78ff97b0-c500-4bb2-b32d-4750cb1f9568,4,Location.Id,<empty/>,,,0.424711,,No
78ff97b0-c500-4bb2-b32d-4750cb1f9568,4,Location.Id,<empty/>,,,0.424711,,No
0e827bdd-00c8-44f4-96b4-43c7a087e300,1,Quote_NatureOfBusiness,"This group is the administrative operation for a Medicare based HMO program in SFL. Consists of 8810, 8742 & 7380 exposure Doctors Healthcare Plans, Inc. & DHCP Transportation Services, LLC are commonly owned","This group is the administrative operation for a Medicare based HMO program in SFL. Consists of 8810, 8742 & 7380 exposure Doctors Healthcare Plans, Inc. & DHCP Transportation Services, LLC are commonly owned",0,0.487872,0.934484,Yes
0e827bdd-00c8-44f4-96b4-43c7a087e300,0,Quote_YearsInBusiness,1,1,0,0.487872,0.630356,Yes
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Location.City,Healdsburg,Healdsburg,0,0.39693,0.9946,Yes
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Location.Id,1,1,0,0.39693,1,Yes
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Location.Line1,51 Healdsburg Ave,51 Healdsburg Ave,0,0.39693,1,Yes
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Location.State,CA,CA,0,0.39693,1,Yes
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Location.Zip,95448,95448,0,0.39693,1,Yes
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Quote_BusinessName,Ceja Quality Tires Inc,Ceja Quality Tires Inc,0,0.39693,0.940551,Yes
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Quote_ClassCode.ClassCode,8388,8388,0,0.39693,0.9812,Yes
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Quote_ClassCode.ClassCode,8810,8810,0,0.39693,0.816868,Yes
78ff97b0-c500-4bb2-b32d-4750cb1f9568,4,Location.Id,<empty/>,,,0.424711,,No
83741ecd-2f19-40e1-a260-0093cf02f658,0,Location.Id,<empty/>,,,0.457962,,No
85ba086f-7c66-4105-a68f-134397d0b73d,0,Location.Id,101,,,0.586287,,No
8ce47a55-a683-4b01-9d0d-63417e147eb8,0,Location.Id,,10,,0.532708,0.643804,No
b4a74456-371e-4a3e-b35c-f2d0d5dfb54d,0,Location.Id,,1,,0.594929,0.738983,No
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Quote_ClassCode.Payroll,400000,400000,0,0.39693,0.901546,Yes
bb5c82f2-9e00-4ce5-84e9-1d54ffc9c741,0,Location.Id,<empty/>,,,0.465065,,No
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Quote_EffectiveDate,1/10/2019,1/10/2019,0,0.39693,1,Yes
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Quote_Fein,41-2070107,41-2070107,0,0.39693,0.903625,Yes
d354e93f-9a54-4983-a4bb-cc02162f17cf,5,Location.Id,,1,,0.464418,0.914363,No
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Quote_MailingAddress.City,Healdsburg,Healdsburg,0,0.39693,0.979756,Yes
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Quote_MailingAddress.Line1,51 Healdsburg Ave,51 Healdsburg Ave,0,0.39693,0.697052,Yes
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Quote_MailingAddress.State,CA,CA,0,0.39693,0.994672,Yes
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Quote_MailingAddress.Zip,95448,95448,0,0.39693,0.992889,Yes
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,1,Quote_NatureOfBusiness,Rubber Tire Dealer,Rubber Tire Dealer,0,0.39693,0.997115,Yes
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Quote_YearsInBusiness,10,10,0,0.39693,0.926602,Yes
11be704e-5bb9-49fa-8508-d498a5976937,0,Location.City,"Rosemary Beach,","Rosemary Beach,",0,0.452013,0.894946,Yes
11be704e-5bb9-49fa-8508-d498a5976937,0,Location.City,"Santa Rosa Beach,","Santa Rosa Beach,",0,0.452013,0.677239,Yes
11be704e-5bb9-49fa-8508-d498a5976937,0,Location.City,"Santa Rosa Beach,","Santa Rosa Beach,",0,0.452013,0.555785,Yes
11be704e-5bb9-49fa-8508-d498a5976937,0,Location.Id,1,1,0,0.452013,1,Yes
11be704e-5bb9-49fa-8508-d498a5976937,0,Location.Id,2,2,0,0.452013,1,Yes
11be704e-5bb9-49fa-8508-d498a5976937,0,Location.Id,3,3,0,0.452013,1,Yes
11be704e-5bb9-49fa-8508-d498a5976937,0,Location.Line1,54 Main St,54 Main St,0,0.452013,1,Yes
11be704e-5bb9-49fa-8508-d498a5976937,0,Location.Line1,3005 E County HWY 30A,3005 E County HWY 30A,0,0.452013,0.938739,Yes
